person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,person_cred_hist_length,loan_status,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio
RENT,MEDICAL,13.22,0.5,15,1,97.5609756097561,0.5,0.0
RENT,MEDICAL,15.96,0.21,13,0,800.0,0.20833333333333334,0.05555555555555555
MORTGAGE,MEDICAL,7.51,0.2,14,0,1691.4893617021276,0.20125786163522014,0.0
MORTGAGE,EDUCATION,7.51,0.03,17,0,818.1818181818181,0.027777777777777776,0.13636363636363635
RENT,DEBTCONSOLIDATION,14.65,0.05,17,0,1021.2765957446809,0.052083333333333336,0.2978723404255319
RENT,EDUCATION,10.38,0.11,15,1,1069.7674418604652,0.10869565217391304,0.06976744186046512
MORTGAGE,VENTURE,7.9,0.18,13,0,1794.871794871795,0.17857142857142858,0.1794871794871795
RENT,EDUCATION,10.99,0.3,15,0,675.6756756756756,0.3,0.16216216216216217
MORTGAGE,MEDICAL,7.29,0.05,11,0,2139.2727272727275,0.04674485806561278,0.3181818181818182
RENT,MEDICAL,12.99,0.07,14,0,2023.8095238095239,0.06764705882352941,0.07142857142857142
RENT,EDUCATION,6.91,0.04,15,0,986.8421052631579,0.03666666666666667,0.0
RENT,HOMEIMPROVEMENT,14.5,0.2,11,0,2021.1891891891892,0.20057766367137356,0.21621621621621623
RENT,PERSONAL,8.88,0.09,13,0,895.5,0.09142936906756002,0.0
MORTGAGE,PERSONAL,7.14,0.13,14,0,1021.7391304347826,0.1276595744680851,0.10869565217391304
MORTGAGE,VENTURE,13.11,0.34,17,0,1213.3333333333333,0.3434065934065934,0.0
OWN,EDUCATION,15.99,0.25,12,0,875.6756756756756,0.24691358024691357,0.0
RENT,EDUCATION,10.38,0.09,11,0,2000.0,0.09090909090909091,0.18181818181818182
MORTGAGE,EDUCATION,6.62,0.09,16,0,4210.526315789473,0.0875,0.3157894736842105
OWN,MEDICAL,11.36,0.36,16,1,400.0,0.3645833333333333,0.020833333333333332
MORTGAGE,DEBTCONSOLIDATION,7.66,0.21,13,0,1447.3684210526317,0.21272727272727274,0.42105263157894735
RENT,EDUCATION,10.74,0.22,11,0,555.6666666666666,0.21870625874825034,0.027777777777777776
MORTGAGE,VENTURE,9.91,0.27,17,0,2682.9268292682927,0.2727272727272727,0.17073170731707318
RENT,VENTURE,13.16,0.27,15,0,1405.4054054054054,0.2692307692307692,0.0
RENT,DEBTCONSOLIDATION,11.11,0.15,12,0,396.6,0.14971003530005042,0.0
MORTGAGE,DEBTCONSOLIDATION,9.91,0.23,11,0,3421.0526315789475,0.23076923076923078,0.02631578947368421
MORTGAGE,MEDICAL,11.36,0.05,13,0,1077.638888888889,0.051553035184946513,0.0
MORTGAGE,MEDICAL,7.9,0.19,14,0,4305.555555555556,0.1935483870967742,0.25
OWN,VENTURE,7.51,0.12,14,0,2153.846153846154,0.11755952380952381,0.3076923076923077
MORTGAGE,HOMEIMPROVEMENT,10.36,0.14,14,0,2131.5789473684213,0.13580246913580246,0.0
RENT,PERSONAL,14.26,0.08,16,0,2015.3513513513512,0.0804634695848085,0.0
RENT,VENTURE,13.92,0.25,17,0,899.4594594594595,0.25240384615384615,0.05405405405405406
RENT,MEDICAL,13.49,0.05,16,0,1382.9787234042553,0.047692307692307694,0.02127659574468085
MORTGAGE,VENTURE,13.06,0.04,13,0,853.6585365853658,0.04285714285714286,0.43902439024390244
RENT,EDUCATION,12.53,0.05,15,0,1621.6216216216217,0.05,0.0
OWN,VENTURE,12.99,0.11,11,0,2894.7368421052633,0.10909090909090909,0.15789473684210525
MORTGAGE,MEDICAL,17.74,0.37,13,1,1176.0,0.3741496598639456,0.24
OWN,VENTURE,11.86,0.13,16,0,492.63157894736844,0.13354700854700854,0.5789473684210527
RENT,VENTURE,11.36,0.27,15,0,1621.6216216216217,0.26666666666666666,0.5675675675675675
RENT,PERSONAL,10.99,0.25,16,0,2267.4418604651164,0.24615384615384617,0.13953488372093023
MORTGAGE,DEBTCONSOLIDATION,6.91,0.22,15,0,1956.5217391304348,0.2222222222222222,0.10869565217391304
RENT,MEDICAL,16.29,0.16,12,0,1297.2972972972973,0.15625,0.08108108108108109
MORTGAGE,HOMEIMPROVEMENT,9.99,0.07,17,0,8571.42857142857,0.06944444444444445,0.2619047619047619
RENT,MEDICAL,15.99,0.17,17,1,1621.6216216216217,0.16666666666666666,0.02702702702702703
RENT,DEBTCONSOLIDATION,10.65,0.17,16,1,307.6923076923077,0.16666666666666666,0.0
MORTGAGE,EDUCATION,11.36,0.23,11,0,1162.7906976744187,0.23,0.2558139534883721
RENT,MEDICAL,15.31,0.12,12,1,829.92,0.12049354154617313,0.18
MORTGAGE,PERSONAL,11.49,0.15,16,0,1360.0,0.14705882352941177,0.1
MORTGAGE,EDUCATION,17.88,0.11,11,0,3414.6341463414633,0.10714285714285714,0.04878048780487805
MORTGAGE,VENTURE,13.49,0.22,15,0,1266.6666666666667,0.21929824561403508,0.16666666666666666
MORTGAGE,EDUCATION,9.99,0.07,2,0,3250.0,0.07384615384615385,0.2
MORTGAGE,VENTURE,9.99,0.07,4,0,3250.0,0.07384615384615385,0.2
RENT,DEBTCONSOLIDATION,7.49,0.11,17,0,1469.3877551020407,0.1111111111111111,0.08163265306122448
MORTGAGE,VENTURE,8.0,0.08,2,0,3850.0,0.07792207792207792,0.2
MORTGAGE,EDUCATION,11.36,0.31,2,0,3852.6,0.3147225250480195,0.2
MORTGAGE,DEBTCONSOLIDATION,8.49,0.14,2,0,4296.0,0.13966480446927373,0.15
RENT,EDUCATION,16.02,0.05,3,0,4700.0,0.05319148936170213,0.2
MORTGAGE,EDUCATION,11.36,0.25,4,0,4900.0,0.24744897959183673,0.2
MORTGAGE,DEBTCONSOLIDATION,10.74,0.08,3,0,5786.55,0.08316699933466401,0.2
MORTGAGE,MEDICAL,10.99,0.1,12,0,2448.9795918367345,0.1,0.24489795918367346
MORTGAGE,VENTURE,15.96,0.11,2,0,6750.0,0.1111111111111111,0.05
MORTGAGE,EDUCATION,8.59,0.01,4,0,9400.2,0.01063807153039297,0.2
MORTGAGE,PERSONAL,8.59,0.01,2,0,9400.2,0.01063807153039297,0.2
RENT,EDUCATION,9.91,0.16,17,1,306.1224489795918,0.16,0.12244897959183673
RENT,MEDICAL,9.91,0.16,13,0,306.1224489795918,0.16,0.12244897959183673
RENT,PERSONAL,15.21,0.14,12,0,469.46938775510205,0.14127977743001216,0.12244897959183673
MORTGAGE,MEDICAL,11.36,0.42,16,1,587.7551020408164,0.4166666666666667,0.10204081632653061
MORTGAGE,EDUCATION,7.14,0.19,15,0,854.469387755102,0.19107215362201152,0.16326530612244897
MORTGAGE,MEDICAL,8.9,0.07,15,1,857.1428571428571,0.07142857142857142,0.24489795918367346
MORTGAGE,EDUCATION,10.99,0.4,12,0,857.1428571428571,0.39880952380952384,0.30612244897959184
RENT,PERSONAL,14.22,0.22,12,0,918.3673469387755,0.2222222222222222,0.16326530612244897
RENT,DEBTCONSOLIDATION,13.49,0.33,12,0,918.3673469387755,0.3333333333333333,0.04081632653061224
MORTGAGE,PERSONAL,14.26,0.32,17,0,1020.4081632653061,0.317,0.16326530612244897
MORTGAGE,DEBTCONSOLIDATION,9.07,0.2,15,0,1020.4081632653061,0.2,0.08163265306122448
RENT,DEBTCONSOLIDATION,11.36,0.18,16,0,1020.4081632653061,0.184,0.08163265306122448
MORTGAGE,MEDICAL,11.36,0.23,13,0,1144.8979591836735,0.26737967914438504,0.22448979591836735
MORTGAGE,PERSONAL,15.33,0.28,13,0,1183.6734693877552,0.27586206896551724,0.10204081632653061
MORTGAGE,VENTURE,6.03,0.21,12,1,1469.3877551020407,0.20590277777777777,0.04081632653061224
MORTGAGE,DEBTCONSOLIDATION,17.99,0.16,15,0,1510.204081632653,0.16216216216216217,0.40816326530612246
RENT,MEDICAL,7.51,0.19,16,1,1528.1632653061224,0.1909722222222222,0.12244897959183673
MORTGAGE,DEBTCONSOLIDATION,17.27,0.21,11,0,1530.6122448979593,0.208,0.42857142857142855
MORTGAGE,PERSONAL,14.84,0.2,11,1,1568.8163265306123,0.19512956603184514,0.08163265306122448
MORTGAGE,DEBTCONSOLIDATION,14.09,0.21,12,0,1571.4285714285713,0.2077922077922078,0.08163265306122448
RENT,HOMEIMPROVEMENT,7.88,0.06,15,1,1632.6530612244899,0.06,0.0
MORTGAGE,PERSONAL,16.49,0.12,12,0,1673.469387755102,0.12195121951219512,0.08163265306122448
MORTGAGE,MEDICAL,11.89,0.17,17,0,1719.1836734693877,0.16619183285849953,0.08163265306122448
RENT,PERSONAL,7.51,0.2,14,0,1763.265306122449,0.1953125,0.14285714285714285
RENT,MEDICAL,11.36,0.05,17,1,1763.265306122449,0.046296296296296294,0.0
RENT,VENTURE,6.62,0.14,17,0,1795.9183673469388,0.13636363636363635,0.22448979591836735
MORTGAGE,MEDICAL,13.92,0.23,14,0,1804.0816326530612,0.22624434389140272,0.08163265306122448
RENT,EDUCATION,11.36,0.13,16,0,1836.734693877551,0.13333333333333333,0.061224489795918366
MORTGAGE,VENTURE,7.49,0.09,17,0,1511.6279069767443,0.09230769230769231,0.627906976744186
RENT,PERSONAL,12.42,0.31,12,1,1112.5581395348838,0.31354515050167225,0.627906976744186
RENT,VENTURE,9.91,0.09,20,0,1981.4814814814815,0.09345794392523364,0.5
MORTGAGE,PERSONAL,9.99,0.27,27,0,1430.7692307692307,0.26881720430107525,0.4153846153846154
MORTGAGE,HOMEIMPROVEMENT,14.54,0.13,17,0,1458.3333333333333,0.12857142857142856,0.6458333333333334
MORTGAGE,MEDICAL,9.91,0.1,12,0,3913.0434782608695,0.1,0.6739130434782609
MORTGAGE,MEDICAL,7.29,0.14,11,0,1142.857142857143,0.13541666666666666,0.6190476190476191
RENT,VENTURE,8.59,0.1,12,1,1380.857142857143,0.10345541071798055,0.6190476190476191
RENT,VENTURE,8.49,0.16,14,0,1476.1904761904761,0.16129032258064516,0.6190476190476191
OWN,HOMEIMPROVEMENT,9.63,0.27,17,0,766.5128205128206,0.2676122298789055,0.5897435897435898
RENT,VENTURE,7.29,0.16,16,0,1627.906976744186,0.15714285714285714,0.5348837209302325
MORTGAGE,HOMEIMPROVEMENT,11.71,0.17,12,0,1384.6153846153845,0.16666666666666666,0.5897435897435898
MORTGAGE,MEDICAL,16.07,0.12,14,1,1438.4615384615386,0.14260249554367202,0.5897435897435898
MORTGAGE,VENTURE,6.62,0.15,13,0,2195.121951219512,0.14666666666666667,0.5609756097560976
OWN,VENTURE,8.32,0.45,12,0,757.8947368421053,0.4513888888888889,0.6052631578947368
RENT,MEDICAL,12.61,0.2,22,1,480.7692307692308,0.2,0.4423076923076923
OWN,PERSONAL,7.49,0.24,20,0,557.6923076923077,0.2413793103448276,0.4423076923076923
RENT,MEDICAL,8.94,0.2,25,0,986.8421052631579,0.2,0.3026315789473684
RENT,MEDICAL,16.89,0.23,12,1,1131.578947368421,0.23255813953488372,0.5789473684210527
RENT,EDUCATION,6.62,0.32,14,1,921.0526315789474,0.3171428571428571,0.5789473684210527
MORTGAGE,VENTURE,17.93,0.07,13,0,6630.434782608696,0.06557377049180328,0.4782608695652174
MORTGAGE,HOMEIMPROVEMENT,7.9,0.03,14,0,5052.631578947368,0.029166666666666667,0.5789473684210527
MORTGAGE,VENTURE,11.36,0.11,15,0,4021.7391304347825,0.10810810810810811,0.4782608695652174
RENT,MEDICAL,17.27,0.24,14,1,1462.7906976744187,0.2861685214626391,0.5116279069767442
OWN,HOMEIMPROVEMENT,14.96,0.25,13,0,2631.4736842105262,0.250010000400016,0.5789473684210527
MORTGAGE,VENTURE,6.62,0.12,11,0,2763.157894736842,0.11761904761904762,0.5789473684210527
MORTGAGE,DEBTCONSOLIDATION,9.99,0.17,12,0,3000.0,0.16666666666666666,0.5789473684210527
MORTGAGE,PERSONAL,10.25,0.04,17,0,2320.0,0.04310344827586207,0.44
